title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes
Gangsterdam,movie,"Action, Adventure, Comedy",2017,tt5976178,4.5,996.0
The Professor and the Madman,movie,"Biography, Drama, History",2019,tt5932728,7.2,52985.0
Ingrid Goes West,movie,"Comedy, Drama",2017,tt5962210,6.6,49904.0
Surf's Up 2: WaveMania,movie,"Adventure, Animation, Comedy",2016,tt5513260,4.5,3438.0
Sometimes,movie,Drama,2016,tt5877882,7.2,982.0
The Little Hours,movie,"Comedy, Romance",2017,tt5666304,5.8,26884.0
Novitiate,movie,Drama,2017,tt4513316,6.7,5407.0
You Get Me,movie,"Crime, Drama, Mystery",2017,tt5539054,4.7,14772.0
The Secret Life of Pets 2,movie,"Adventure, Animation, Comedy",2019,tt5113040,6.4,73438.0
Her Love Boils Bathwater,movie,Drama,2016,tt4778500,7.4,2590.0
Blindness,movie,Drama,2016,tt5662990,5.8,370.0
'76,movie,"Drama, Romance",2016,tt2385126,5.5,299.0
Love O2O,movie,"Drama, Romance",2016,tt6091936,6.3,1274.0
Taxi Driver: Oko Ashewo,movie,"Comedy, Drama",2015,tt5112438,6.2,82.0
Tramps,movie,"Adventure, Romance",2016,tt4991512,6.5,6466.0
Gemini,movie,"Crime, Drama, Mystery",2017,tt5795086,5.4,5813.0
Nitro Rush,movie,"Action, Crime, Drama",2016,tt4579914,4.9,525.0
The Wedding Plan,movie,"Comedy, Romance",2016,tt5991206,6.5,1574.0
Why We're Killing Gunther,movie,"Action, Comedy, Thriller",2017,tt5689068,4.8,15823.0
Chaos Walking,movie,"Action, Adventure, Fantasy",2021,tt2076822,5.7,59388.0
Le voleur de paratonnerres,movie,"Animation, Short",1946,tt0828130,6.5,143.0
Those Who Fear Are Dead,movie,Drama,2016,tt5686120,3.5,130.0
The Happytime Murders,movie,"Action, Comedy, Crime",2018,tt1308728,5.5,31147.0
The Hero,movie,"Crime, Drama, History",2016,tt3522734,5.2,626.0
Pandigai,movie,"Action, Romance, Thriller",2017,tt7087944,6.4,308.0
"Roman J. Israel, Esq.",movie,"Crime, Drama, Thriller",2017,tt6000478,6.5,45462.0
The Silence of the Sky,movie,"Drama, Thriller",2016,tt5125930,6.5,2225.0
The Late Bloomer,movie,"Comedy, Drama, Romance",2016,tt1588878,5.2,10786.0
The Chanting 3,movie,Horror,2008,tt1190127,5.1,254.0
Pinocchio,movie,"Drama, Family, Fantasy",2019,tt8333746,6.3,15311.0
Dear Zindagi,movie,"Drama, Romance",2016,tt5946128,7.4,45048.0
Sword Art Online the Movie: Ordinal Scale,movie,"Action, Adventure, Animation",2017,tt5544384,7.3,9474.0
Kati Kati,movie,"Drama, Fantasy",2016,tt6039442,6.6,166.0
Son of Bigfoot,movie,"Adventure, Animation, Comedy",2017,tt5715410,6.1,8527.0
The Bride of Badrinath,movie,"Comedy, Drama, Romance",2017,tt6277440,6.1,14112.0
Playground,movie,"Drama, Thriller",2016,tt6094760,6.1,1292.0
The Worthy,movie,"Action, Sci-Fi, Thriller",2016,tt4943218,5.1,2265.0
OK Jaanu,movie,"Drama, Romance",2017,tt5764024,5.3,5189.0
Half Girlfriend,movie,"Drama, Romance",2017,tt5474042,4.7,8257.0
The Flower of Aleppo,movie,"Action, Drama, War",2016,tt5448246,5.7,265.0
The Last Egg,movie,"Comedy, Drama",2016,tt5357902,4.0,137.0
The Mercy,movie,"Adventure, Biography, Drama",2018,tt3319730,6.0,9985.0
Jasper Jones,movie,"Drama, Mystery, Thriller",2017,tt5091014,6.5,3822.0
iBoy,movie,"Action, Crime, Sci-Fi",2017,tt3171832,5.9,24781.0
Mudbound,movie,"Drama, War",2017,tt2396589,7.4,55904.0
Columbus,movie,Drama,2017,tt5990474,7.2,22088.0
Well,movie,"Action, Adventure, Drama",2016,tt4606770,6.2,3144.0
MeesterSpion,movie,"Adventure, Comedy, Family",2016,tt5528996,6.2,234.0
Power Paandi,movie,"Action, Drama, Musical",2017,tt6734886,7.4,2283.0
Detour,movie,"Comedy, Drama",2016,tt6419524,6.6,71.0
Crazy Kingdom,movie,"Comedy, Family, Fantasy",2016,tt4721502,4.4,114.0
Chhota Bheem and Ganesh in the Amazing Odyssey,movie,Animation,2012,tt6356352,8.0,102.0
The Oddsockeaters,movie,"Adventure, Animation, Comedy",2016,tt5176632,5.7,324.0
What the Health,movie,Documentary,2017,tt5541848,7.2,30856.0
Forgotten Rules,movie,"Comedy, Crime",1991,tt1045160,7.1,58.0
I Belonged to You,movie,"Drama, Romance",2016,tt6074202,5.5,678.0
Jandino: Whatever it Takes,movie,Comedy,2016,tt6999080,4.6,34.0
Barcelona: A Love Untold,movie,"Drama, Romance",2016,tt5755912,6.6,900.0
Virunga: Gorillas in Peril,movie,Documentary,2015,tt4677816,6.9,43.0
American Assassin,movie,"Action, Thriller",2017,tt1961175,6.2,95881.0
Smolensk,movie,"Drama, Thriller",2016,tt6038600,1.2,40294.0
Schubert in Love: Vater werden ist (nicht) schwer,movie,Comedy,2016,tt5186874,5.0,429.0
Every Christmas Has a Story,movie,"Comedy, Romance",2016,tt6215212,6.1,2124.0
Laia,movie,Drama,2016,tt5101196,5.6,129.0
Hotel Mumbai,movie,"Action, Drama, History",2018,tt5461944,7.6,75242.0
Rocco,movie,Documentary,2016,tt5788462,5.7,4407.0
Arctic Dogs,movie,"Adventure, Animation, Comedy",2019,tt4426464,4.9,2382.0
The Quake,movie,"Action, Drama, Thriller",2018,tt6523720,6.2,15595.0
The White Helmets,movie,"Documentary, Short, War",2016,tt6073176,7.5,8342.0
Winchester,movie,"Biography, Fantasy, Horror",2018,tt1072748,5.5,38061.0
Turbulência,movie,"Comedy, Romance",2016,tt5713456,4.7,42.0
Cold War 2,movie,"Action, Crime, Drama",2016,tt5112622,6.5,3251.0
Cedric the Entertainer: Live from the Ville,movie,Comedy,2016,tt5753806,6.3,751.0
The Reunion 3,movie,Comedy,2016,tt4959548,5.0,1273.0
Pinky Promise,movie,Drama,2016,,6.5,1601.0
The Heaven None Missed 2,movie,"Drama, Romance",2017,tt5946936,6.8,490.0
Si Juki the Movie: Panitia Hari Akhir,movie,"Adventure, Animation, Comedy",2017,tt7547768,5.3,157.0
Love and Fury,movie,"Drama, Romance",2016,tt4805816,5.7,579.0
"Yolanda, the Secret of the Black Rose",movie,Animation,2000,tt10718254,6.8,41.0
3 Things,movie,"Drama, Thriller",2017,tt5222578,5.5,1614.0
The Christmas Family 2,movie,"Adventure, Family",2016,tt5822856,4.6,145.0
Iliza Shlesinger: Confirmed Kills,movie,Comedy,2016,tt6081882,6.6,3196.0
Russell Peters: Almost Famous,movie,Comedy,2016,tt5946232,6.6,2116.0
Missing Woman,movie,"Drama, Mystery, Thriller",2016,tt6292996,6.5,1324.0
The Mole Song: Hong Kong Capriccio,movie,"Action, Comedy, Crime",2016,tt5328802,6.3,392.0
Monos,movie,"Adventure, Drama, Thriller",2019,tt6062774,6.8,19415.0
Bon Cop Bad Cop 2,movie,"Action, Comedy, Crime",2017,tt4738174,6.6,4518.0
Børning 2,movie,"Action, Comedy",2016,tt4956984,5.9,2910.0
Divine Divas,movie,"Documentary, Musical",2016,tt2362790,7.8,410.0
Holocausto Brasileiro,movie,Documentary,2016,tt6410688,7.9,515.0
Miséricorde,movie,"Drama, Mystery",2016,tt4930176,6.2,178.0
In Darkness,movie,"Mystery, Thriller",2018,tt5164184,5.8,15120.0
CHIPS,movie,"Action, Comedy, Crime",2017,tt0493405,6.0,52393.0
Wildlife,movie,Drama,2018,tt5929754,6.8,32365.0
Girls Trip,movie,"Adventure, Comedy, Drama",2017,tt3564472,6.2,41690.0
Buhah,movie,"Comedy, Romance",2005,tt0478404,5.6,1496.0
"The Longer, The Better",movie,Comedy,1987,,6.5,1601.0
La pelle dell'orso,movie,"Adventure, Drama",2016,tt6141468,6.5,239.0
Afrikano,movie,"Adventure, Comedy",2001,tt0290402,5.9,2083.0
Die Beautiful,movie,"Comedy, Drama",2016,tt6186430,7.5,975.0
Inseparables,movie,"Comedy, Drama",2016,tt5680678,6.6,1381.0
Prima di lunedì,movie,Comedy,2016,tt6146080,5.2,259.0
El-Rahinah,movie,"Action, Drama, Mystery",2006,tt0960084,6.2,1896.0
My Rebound Girl,movie,"Comedy, Romance",2016,tt6066948,6.4,82.0
La boda del señor cura,movie,Drama,1979,tt0078890,4.5,32.0
Everybody Happy,movie,Drama,2016,tt4440508,5.5,333.0
The Crooked Man,movie,Horror,2016,tt5979690,4.3,1503.0
Re-emigrantes,movie,Comedy,2016,tt4944682,3.0,73.0
The Current War,movie,"Biography, Drama, History",2017,tt2140507,6.5,32197.0
The Education in Love of Valentin,movie,Comedy,1976,tt0188309,4.8,72.0
The Guv'nor,movie,Documentary,2016,tt5460986,6.8,1863.0
Catholics Vs. Convicts,movie,"Biography, Documentary, History",2016,tt6162216,7.2,722.0
Get Out,movie,"Horror, Mystery, Thriller",2017,tt5052448,7.8,753235.0
The Polka King,movie,"Biography, Comedy, Drama",2017,tt5539052,6.0,12338.0
Midnight Sun,movie,"Drama, Romance",2018,tt4799066,6.6,38176.0
The Babysitter,movie,"Comedy, Horror",2017,tt4225622,6.4,114755.0
La cena di Natale,movie,Comedy,2016,tt6281650,4.7,398.0
Mr. Happiness,movie,Comedy,2017,tt6302050,4.9,619.0
99 Cahaya di Langit Eropa,movie,"Adventure, Drama",2013,tt6096424,6.3,255.0
Kodachrome,movie,Drama,2017,tt1880399,6.8,20696.0
Daddy's Home 2,movie,Comedy,2017,tt5657846,6.0,87809.0
Sandy Wexler,movie,Comedy,2017,tt5893332,5.2,19514.0
Ad Astra,movie,"Adventure, Drama, Mystery",2019,tt2935510,6.5,269212.0
Disobedience,movie,Drama,2017,tt6108178,6.6,38252.0
Shy Shy Cat,movie,"Comedy, Drama",2016,tt6908176,6.3,64.0
I Kill Giants,movie,"Drama, Fantasy, Thriller",2017,tt4547194,6.1,33456.0
Crooked House,movie,"Crime, Drama, Mystery",2017,tt1869347,6.3,28814.0
Axe: Music of a People,movie,"Documentary, Music",2016,tt6057322,7.9,303.0
Bleach,movie,"Action, Adventure, Fantasy",2018,tt5979872,6.3,13261.0
One Day,movie,"Drama, Romance",2016,tt6168298,7.7,2910.0
Falchi: Falcons Special Squad,movie,"Crime, Drama",2017,tt6536312,5.2,375.0
O Shaolin do Sertão,movie,Comedy,2016,tt5786508,6.5,799.0
Duniya,movie,"Action, Drama",1984,tt0301231,6.3,325.0
Yardie,movie,"Crime, Drama",2018,tt5862902,5.8,3499.0
Jesus is Dead,movie,Comedy,2016,tt6166990,7.0,270.0
All for Three,movie,"Comedy, Crime",2017,tt4942270,5.1,1089.0
Jane,movie,Drama,2016,tt7317404,6.0,127.0
The Third Party,movie,"Comedy, Drama, Romance",2016,tt6088634,6.1,319.0
Melbourne Rewind,movie,"Drama, Romance",2016,,6.5,1601.0
Ada Cinta Di SMA,movie,"Drama, Musical, Romance",2016,tt12224378,6.5,121.0
Como se Tornar o Pior Aluno da Escola,movie,Comedy,2017,tt6791886,5.4,2159.0
The Climb,movie,"Comedy, Drama, Romance",2017,tt5157682,6.9,8607.0
Above Suspicion,movie,"Action, Biography, Crime",2019,tt5688068,5.8,9432.0
The Giant,movie,"Drama, History",2017,tt5693136,6.6,4735.0
The Constitution,movie,"Comedy, Drama",2016,tt5545674,7.7,3330.0
I'll Be Home for Christmas,movie,"Drama, Family, Romance",2016,tt5860940,6.1,2913.0
Final Score,movie,"Action, Adventure, Drama",2018,tt5254610,5.8,14702.0
Joe Rogan: Triggered,movie,Comedy,2016,tt6023444,7.3,5052.0
Doppelgängers,movie,"Comedy, Crime",2016,tt4790416,5.2,149.0
Benidorm mon amour,movie,Comedy,2016,tt4741466,3.7,54.0
Hide and Never Seek,movie,Horror,2016,tt6280802,4.8,276.0
Escape from Stalin's Death Camp,movie,"Biography, Drama, History",2017,tt5591786,7.1,1339.0
Si elle dit oui... je ne dis pas non,movie,"Comedy, Romance",1983,tt0086309,4.6,83.0
Luck-Key,movie,"Action, Comedy, Crime",2016,tt6175078,6.9,3358.0
The Furies,movie,Drama,2016,tt4811564,5.9,424.0
Prosta historia o morderstwie,movie,"Crime, Thriller",2016,tt6182864,5.8,448.0
Because I Love You,movie,"Drama, Fantasy, Romance",2017,tt5836246,6.5,748.0
Will You Be There?,movie,"Drama, Fantasy, Romance",2016,tt6434022,7.0,1750.0
The Bride,movie,"Drama, Horror, Mystery",2017,tt6095090,4.6,3103.0
Teenosaurus Rex,movie,"Comedy, Drama",2017,tt6071084,4.7,559.0
Santa Swap: Merry Christmas Mr. Andersen,movie,"Adventure, Comedy, Family",2016,tt5531536,6.4,950.0
Komedia malzenska,movie,Comedy,1994,tt0110274,6.4,410.0
Khun Phan,movie,"Action, History, Thriller",2016,tt3665704,5.6,396.0
6 Below: Miracle on the Mountain,movie,"Biography, Drama, Sport",2017,tt5503688,5.7,8884.0
7 Years,movie,Drama,2016,tt5517438,6.7,5428.0
The Conjuring: The Devil Made Me Do It,movie,"Horror, Mystery, Thriller",2021,tt7069210,6.3,149442.0
"Dana Carvey: Straight White Male, 60",movie,Comedy,2016,tt6217368,6.5,1646.0
Right Here Right Now,movie,"Comedy, Drama, Music",2018,tt6175086,5.4,360.0
Angel Has Fallen,movie,"Action, Thriller",2019,tt6189022,6.4,116539.0
Mass,movie,Drama,2021,tt11389748,7.6,18544.0
Sahara,movie,"Adventure, Animation, Comedy",2017,tt4466894,5.5,3252.0
Reunion 2: The Bachelor Party,movie,Comedy,2016,tt5030004,4.3,1304.0
Chota Bheem Aur Ganesh in the Amazing Odyssey,movie,Animation,2012,,6.5,1601.0
Sun in My Eyes,movie,Drama,2015,tt4007410,6.3,157.0
I Am Hope,movie,Drama,2016,tt5931390,7.0,23.0
Les naufrageurs,movie,"Adventure, Drama, Romance",1959,tt0155903,5.7,69.0
Le grand bidule,movie,Comedy,1967,tt0141140,4.0,53.0
Unicorn Store,movie,"Comedy, Drama, Fantasy",2017,tt2338454,5.6,21156.0
The Escort,movie,Drama,2016,tt6153924,5.1,133.0
Non si ruba a casa dei ladri,movie,Comedy,2016,tt6218374,5.5,375.0
Montalbano and Me: Andrea Camilleri,movie,Biography,2014,tt5487520,7.2,66.0
The Patriarch,movie,Comedy,2016,tt4958468,6.9,1337.0
Halloween,movie,"Crime, Drama, Horror",2018,tt1502407,6.5,178142.0
Johnny Nobody,movie,"Crime, Drama, Mystery",1961,tt0055030,6.3,343.0
Shonan bakusozoku: Bomber Bikers of Shonan,movie,"Action, Animation, Comedy",1987,tt0295608,6.6,57.0
Megan Leavey,movie,"Action, Biography, Drama",2017,tt4899370,7.1,29109.0
Mr. Roosevelt,movie,Comedy,2017,tt6212496,6.2,3973.0
Crayon Shin-chan: Fast Asleep! Dreaming World Big Assault!,movie,"Animation, Comedy",2016,tt5526456,6.4,439.0
Chris Tall - Selfie von Mutti,movie,Comedy,2016,,6.5,1601.0
I'm a Killer,movie,"Crime, Drama, Mystery",2016,tt6104058,6.9,3359.0
Bumblebee,movie,"Action, Adventure, Sci-Fi",2018,tt4701182,6.7,197884.0
Runaway,movie,"Action, Crime, Drama",2014,tt4373670,7.0,39.0
The War with Grandpa,movie,"Comedy, Drama, Family",2020,tt4532038,5.7,26213.0
Colin Quinn: The New York Story,movie,Comedy,2016,tt6257714,7.0,1099.0
Destination White House - Battles for the Presidency,movie,Documentary,2016,tt7504160,6.7,40.0
How to Be a Latin Lover,movie,"Comedy, Drama",2017,tt4795124,6.0,18461.0
Show Dogs,movie,"Adventure, Comedy, Crime",2018,tt5691024,4.0,5188.0
Soof 2,movie,"Comedy, Romance",2016,tt5589768,6.0,1667.0
The Little Witch,movie,"Comedy, Drama, Family",2018,tt6153538,6.2,1609.0
Fathers,movie,"Drama, Romance",2016,tt5937802,6.7,415.0
Darkland,movie,"Action, Crime, Drama",2017,tt5431082,6.5,7835.0
Loving Pablo,movie,"Biography, Crime, Drama",2017,tt4682788,6.4,23107.0
The Miracle Season,movie,"Drama, Sport",2018,tt5427194,6.5,6571.0
This Was the XFL,movie,"Biography, Documentary, History",2016,tt6327686,7.2,834.0
Michael Che Matters,movie,Comedy,2016,tt6209400,7.2,2886.0
Kin,movie,"Action, Drama, Sci-Fi",2018,tt6017942,5.8,19441.0
I Don't Feel at Home in This World Anymore,movie,"Comedy, Crime, Drama",2017,tt5710514,6.9,65816.0
Monkey,movie,Drama,2016,tt5650098,6.6,452.0
Split,movie,"Action, Drama, Sport",2016,tt6147768,6.7,293.0
A Call for Inclusion,movie,Drama,2016,tt6246432,6.5,66.0
Kathleen Madigan: Bothering Jesus,movie,Comedy,2016,tt6264486,7.5,709.0
Maybe Tomorrow,movie,Romance,2016,tt6492956,6.5,1601.0
Ghostbusters: Afterlife,movie,"Adventure, Comedy, Fantasy",2021,tt4513678,7.0,232182.0
Asylum of Darkness,movie,"Horror, Sci-Fi",2013,tt2196848,3.5,377.0
Cargo,movie,"Drama, Horror, Sci-Fi",2017,tt3860916,6.3,50168.0
Finding Your Feet,movie,"Comedy, Drama, Family",2017,tt4538916,6.8,7527.0
My Annoying Brother,movie,"Comedy, Drama, Sport",2016,tt6388082,7.3,4643.0
The Lovers,movie,"Comedy, Drama, Romance",2017,tt5770620,6.1,4374.0
Roxanne Roxanne,movie,"Biography, Drama, Music",2017,tt5796838,6.2,3780.0
The Trip to Spain,movie,"Adventure, Comedy, Drama",2017,tt6193424,6.6,6545.0
Burning Sands,movie,Drama,2017,tt5826432,6.1,3124.0
Take Me,movie,"Comedy, Crime, Mystery",2017,tt6598626,6.1,6727.0
Blade of the Immortal,movie,"Action, Drama",2017,tt5084170,6.7,19989.0
Fullmetal Alchemist,movie,"Action, Adventure, Fantasy",2017,tt5607028,5.3,21462.0
Holy Camp!,movie,Musical,2017,tt5176252,6.2,4725.0
Roma,movie,Drama,2018,tt6155172,7.7,173805.0
The Unmarried Wife,movie,"Drama, Romance",2016,tt5755796,5.9,229.0
Force 2,movie,"Action, Thriller",2016,tt5156746,6.2,6217.0
Holmes & Watson,movie,"Comedy, Crime, Mystery",2018,tt1255919,3.9,40607.0
The Coming War on China,movie,"Documentary, History",2016,tt6197028,7.0,1743.0
Parallel,movie,"Drama, Mystery, Sci-Fi",2018,tt4922674,5.8,5586.0
UFO,movie,"Drama, Mystery, Sci-Fi",2018,tt6290798,6.2,12441.0
Sunk Into the Womb,movie,"Crime, Drama, Thriller",2014,tt2992946,6.6,98.0
Mix Me a Person,movie,"Crime, Drama, Mystery",1962,tt0056243,6.2,272.0
The Dumpling Affair,movie,"Comedy, Crime, Drama",2017,tt5541132,7.1,2203.0
This Crazy Heart,movie,"Comedy, Drama",2017,tt6175820,6.9,3905.0
The Tunnel,movie,"Comedy, Drama",2016,tt5066598,4.9,751.0
All or Nothing,movie,"Comedy, Romance",2017,tt3868240,4.7,522.0
"Tarbosaurus, The Mightiest Ever",movie,"Documentary, Adventure",2012,,6.5,1601.0
Io ci sono,movie,"Crime, Drama",2016,tt6357624,6.4,70.0
Carlos Ballarta: El amor es de putos,movie,Comedy,2016,tt6268852,7.1,257.0
La fiancée qui venait du froid,movie,"Comedy, Romance",1983,tt0085536,4.8,169.0
Home Again,movie,"Comedy, Drama, Romance",2017,tt5719700,5.8,36106.0
GrassRoots: The Cannabis Revolution,movie,Documentary,2016,tt5650964,7.8,36.0
Laylat Seqout Baghdad,movie,Comedy,2005,tt5148580,5.7,555.0
Poor But Rich,movie,Comedy,2016,tt6085872,6.1,1490.0
Iron Mask,movie,"Action, Adventure, Fantasy",2019,tt6218010,4.8,9321.0
Mortal Engines,movie,"Action, Adventure, Fantasy",2018,tt1571234,6.1,147491.0
High Society,movie,Comedy,2017,tt5985052,5.3,1520.0
"My Tomorrow, Your Yesterday",movie,"Drama, Fantasy, Romance",2016,tt5338222,7.4,5551.0
The 100th Love with You,movie,"Drama, Romance",2017,tt5614984,6.7,1193.0
Motu Patlu: King of Kings,movie,"Adventure, Animation, Comedy",2016,tt6278732,6.5,210.0
Napping Princess,movie,"Adventure, Animation, Drama",2017,tt5731132,6.3,1635.0
Taxi Ballad,movie,Drama,2011,tt1754578,6.2,210.0
The Super Parental Guardians,movie,Comedy,2016,tt6271110,4.8,271.0
Misbehavior,movie,"Drama, Romance, Thriller",2016,tt6302006,5.8,540.0
Pasukan Garuda: I Leave My Heart in Lebanon,movie,"Action, Drama, War",2016,tt9209468,6.8,29.0
Check Store Next Door,movie,"Comedy, Drama",2016,tt6366854,7.8,2388.0
Chrisye,movie,"Biography, Drama, Music",2017,tt7746238,6.4,137.0
Strong Island,movie,"Crime, Documentary",2017,tt5873150,6.4,4212.0
Deidra & Laney Rob a Train,movie,"Comedy, Crime, Drama",2017,tt4144332,6.0,2128.0
Kuroko's Basketball: Last Game,movie,"Animation, Drama, Sport",2017,tt6728390,7.7,3851.0
Lulu the Movie,movie,Comedy,2016,tt5893524,5.2,87.0
10 años con Bebe,movie,Documentary,2016,tt5268896,6.9,31.0
Mo Farah: No Easy Mile,movie,"Biography, Documentary, Sport",2016,tt6268876,7.0,243.0
Pac-Man and the Ghostly Adventures,movie,"Action, Adventure, Animation",2013,tt2392179,4.6,980.0
Reggie Watts: Spatial,movie,"Comedy, Music",2016,tt5861260,6.0,562.0
A Fantastic Woman,movie,Drama,2017,tt5639354,7.2,27949.0
Vice,movie,"Biography, Comedy, Drama",2018,tt6266538,7.2,168431.0
The Other Side of Hope,movie,"Comedy, Drama",2017,tt5222918,7.2,14324.0
Coin Heist,movie,"Crime, Drama, Romance",2017,tt5740806,4.8,3044.0
Midnight Diner 2,movie,"Comedy, Drama",2016,tt5741902,7.4,1163.0
One in a Billion,movie,"Documentary, Sport",2016,tt6045798,6.7,597.0
Adrift,movie,"Action, Adventure, Biography",2018,tt6306064,6.6,63869.0
12 Strong,movie,"Action, Drama, History",2018,tt1413492,6.5,96082.0
Ghost Stories,movie,"Drama, Horror, Mystery",2017,tt5516328,6.4,38468.0
Capone,movie,"Biography, Crime, Drama",2020,tt6199572,4.7,24148.0
Pandora,movie,"Action, Drama, Thriller",2016,tt6302160,6.7,9087.0
Lou,movie,"Action, Adventure, Crime",2022,tt5315210,6.1,35819.0
Hell Fest,movie,"Horror, Mystery, Thriller",2018,tt1999890,5.5,20529.0
The New World,movie,Drama,2015,tt4354276,5.1,106.0
Hel,movie,"Mystery, Thriller",2016,tt3953260,3.8,181.0
Landkrimi: Drachenjungfrau,movie,Crime,2016,tt6474968,6.1,253.0
Spider-Man: Far from Home,movie,"Action, Adventure, Comedy",2019,tt6320628,7.4,591599.0
Allemaal Familie,movie,"Comedy, Romance",2017,tt5537514,5.8,256.0
Bert Kreischer: The Machine,movie,Comedy,2016,tt6545220,7.6,2186.0
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,movie,Comedy,2016,tt6302122,7.5,3044.0
The Grown-Ups,movie,Documentary,2016,tt6618178,7.5,337.0
Endabrechnung,movie,Crime,2016,tt6424560,6.6,167.0
Hot Dog,movie,"Action, Comedy",2018,tt6284564,4.1,2263.0
The Hurricane Heist,movie,"Action, Adventure, Crime",2018,tt5360952,5.1,23072.0
Bad Day for the Cut,movie,"Crime, Drama, Mystery",2017,tt5653514,6.5,8961.0
The Florence Foster Jenkins Story,movie,"Biography, Documentary, Drama",2016,tt5199494,6.3,101.0
The Lighthouse of the Whales,movie,"Biography, Drama, Romance",2016,tt4944658,6.7,4314.0
Mano po 7: Chinoy,movie,"Drama, Romance",2016,tt6071568,6.3,39.0
Bulan Terbelah di Langit Amerika 2,movie,"Adventure, Drama",2016,tt6209474,4.4,184.0
Servant of the People 2,movie,Comedy,2016,tt6818880,6.4,1113.0
Bushwick,movie,"Action, Thriller",2017,tt4720702,5.2,14399.0
Dieter Nuhr: Nuhr in Berlin,movie,Comedy,2016,tt6959666,4.8,80.0
Czas niedokonczony,movie,"Documentary, Short",2015,tt9749562,5.0,11.0
See You Up There,movie,"Comedy, Crime, Drama",2017,tt5258850,7.4,11618.0
Come Sunday,movie,"Biography, Drama",2018,tt1690967,6.0,2640.0
Mary and the Witch's Flower,movie,"Adventure, Animation, Family",2017,tt6336356,6.8,17952.0
If I Were a Boy,movie,Comedy,2017,tt5598172,4.9,1820.0
Grey Lady,movie,"Crime, Drama, Mystery",2017,tt3693042,4.3,1189.0
"Michael Bolton's Big, Sexy Valentine's Day Special",movie,"Comedy, Music, Musical",2017,tt6343706,6.7,2351.0
Sunday Beauty Queen,movie,Documentary,2016,tt6102288,7.8,192.0
Casting JonBenet,movie,"Crime, Documentary, Drama",2017,tt6333052,6.1,5890.0
Nobody Speak: Trials of the Free Press,movie,Documentary,2017,tt6333064,6.5,4436.0
Os Saltimbancos Trapalhões: Rumo a Hollywood,movie,"Comedy, Family, Musical",2017,tt5709620,6.3,172.0
Vince & Kath & James,movie,Romance,2016,tt6271264,6.8,426.0
Step Sisters,movie,Comedy,2018,tt5267472,5.5,4985.0
Everybody Loves Somebody,movie,"Comedy, Romance",2017,tt5537228,6.4,4447.0
A Bad Moms Christmas,movie,Comedy,2017,tt6359956,5.6,60417.0
Café chantant,movie,"Comedy, Musical",1953,tt0045590,5.1,63.0
Lars and the Baron,movie,"Biography, Comedy, Crime",2016,tt4477024,5.8,146.0
Spies in Disguise,movie,"Action, Adventure, Animation",2019,tt5814534,6.8,59806.0
The Irregular at Magic High School: The Girl Who Calls the Stars,movie,"Action, Animation, Fantasy",2017,tt6580380,6.7,876.0
Black Butler: Book of the Atlantic,movie,"Animation, Fantasy, Horror",2017,tt5476944,7.6,1731.0
Selfie 69,movie,"Action, Comedy, Romance",2016,tt4796634,6.0,1992.0
My Happy Family,movie,Drama,2017,tt5791536,7.4,4339.0
The Mystery of Green Hill,movie,Family,2017,tt6484954,6.5,262.0
Hangout,movie,"Comedy, Thriller",2016,tt6357492,5.8,896.0
The Covenant,movie,"Horror, Mystery",2017,tt5607782,3.5,1795.0
Chasing Coral,movie,Documentary,2017,tt6333054,8.0,5800.0
Das Leben danach,movie,Drama,2017,tt5888994,6.0,243.0
The Senior Class,movie,"Animation, Drama",2016,tt7197132,5.8,186.0
Po prostu przyjazn,movie,"Comedy, Drama",2016,tt5940638,5.5,350.0
Fun Mom Dinner,movie,Comedy,2017,tt5829040,5.3,6693.0
The Incredible Jessica James,movie,Comedy,2017,tt5990342,6.5,8932.0
Spoor,movie,"Crime, Drama, Mystery",2017,tt5328350,6.3,6241.0
Memoir of a Murderer,movie,"Action, Crime, Mystery",2017,tt5729348,7.2,13829.0
Rock My Heart,movie,Drama,2017,tt5870322,6.5,1299.0
Jen Kirkman: Just Keep Livin?,movie,Comedy,2017,tt6386352,6.8,1380.0
Jim Gaffigan: Cinco,movie,Comedy,2017,tt6090102,7.1,2665.0
Icarus,movie,"Documentary, Sport",2017,tt6333060,7.9,56454.0
Gintama Live Action the Movie,movie,"Action, Adventure, Comedy",2017,tt5805470,6.1,2849.0
Frat Star,movie,"Comedy, Drama",2017,tt5117484,3.5,801.0
Across the Waters,movie,"Drama, History, War",2016,tt4838486,6.2,1122.0
Joshua: Teenager vs. Superpower,movie,Documentary,2017,tt6333072,7.3,1695.0
Last Men in Aleppo,movie,"Documentary, War",2017,tt6333074,7.4,3058.0
Olanlar Oldu,movie,Comedy,2017,tt6313158,6.2,4734.0
The Invisible Boy: Second Generation,movie,"Action, Adventure, Comedy",2018,tt5981944,5.1,1035.0
One Piece: Heart of Gold,movie,"Action, Adventure, Animation",2016,tt6425816,6.9,1874.0
Stalins Tochter,movie,"Documentary, Drama, History",2015,tt5262094,6.6,141.0
Clinical,movie,"Horror, Thriller",2017,tt5577742,5.1,9397.0
Take the 10,movie,Comedy,2017,tt5792472,4.8,3456.0
First They Killed My Father,movie,"Biography, Drama, History",2017,tt4882376,7.2,21242.0
